character,dialog,episode_num
Toph,No! Stop sinking!,36
Toph,Don't make me put this down! ,36
Ghashiun,Put a muzzle on him!,36
Toph,,36
Ghashiun,Ransack his saddle. Who knows what treasures are stashed in there!,36
Ghashiun,He's tied up good. He can't hurt you.,36
Sandbender #1, What's your father gonna do when he finds out we lost a sand-sailer?,36
Ghashiun,Nothing. It's the one we stole from the Hami Tribe.  That's it? Nothing but garbage!,36
Sandbender #2, Doesn't matter. We'll still make a profit from selling him to those beetle-headed merchants.,36
Merchant #1, How's his temper?,36
Ghashiun,"Uh, pretty good.  Most of the time.",36
Merchant #2,I bet someone will pay a fortune for him in Ba Sing Se.,36
Merchant #1,"All right, you've got a deal.",36
Aang,Appa! Appa! ,36
Ghashiun,,36
Merchant #2,What?,36
Merchant #1,We need the shirshu spit darts!,36
Merchant #2,,36
Aang,Appa! ,36
Merchant #1,We've gotta get rid of this one. He's too much trouble.,36
Merchant #2, We could sell it for parts.,36
Trainer, Because I am going to break you.,36
Trainer,Hungry? ,36
Trainer,"Of course, when you perform, the hoops will be flaming. And if you are careful, you won't get burned.  It's obvious that whoever your previous owner was, he had no idea how to handle you properly.",36
Fire Nation man, you'll regret it.,36
Trainer," He's a difficult creature, stubborn and willful. I need more time with him. It's too risky right now.",36
Shuzumu, I want the wind buffalo to perform tonight.,36
Trainer,,36
Fire Nation man, Let's go.,36
Unnamed Fire Nation boy," See you later, buddy.",36
Shuzumu," A noble beast, so magnificent and rare, it hasn't been seen by human eyes in generations. I give you ... the wind buffalo!",36
Trainer,Up. ,36
Unnamed Fire Nation boy,,36
Fire Nation man,Fabulous!,36
Unnamed Fire Nation boy,"Go, you can do it.",36
Trainer,"Get back here, you stupid beast! ",36
Iio,Choose well. A sky bison is a companion for life.,36
Aang,I guess this means we'll always be together. ,36
Aang,Always.,36
Farmer, Ahhh! It's some kind of monster!,36
Zuko, Uncle? What are you looking at? Is there something out there?,36
Iroh,,36
Kyoshi Warrior #1,Must have been some fight.,36
Suki,"Wait, let me see that.  I have to leave, but I'm gonna be back soon with help.",36
Suki,No sudden movements. He's been lost for a while and he looks like he's hurt.  He's shy around people and scared. Stay low and stay quiet.,36
Kyoshi Warrior #1,I can't believe you found the Avatar's bison. Didn't you just see the Avatar a few days ago?,36
Suki,"Yes, so he can't be too far from here. ",36
Azula," My, my, you're easy to find. It's really astounding my brother hasn't captured you yet.",36
Suki,What do you want with us?,36
Azula,Who are you? The Avatar's  fan girls  ?,36
Ty Lee," Oh, I get it. Good one, Azula.",36
Suki,"If you're looking for the Avatar, you're out of luck.",36
Mai, I knew this was a waste of time.,36
Azula,"No Avatar, huh. Well, that's okay. Any friend of the Avatar ",36
Kyoshi Warrior #2,Huh? ,36
Mai,"You're so colorful, it's making me nauseous. ",36
Ty Lee,You're not prettier than we are.,36
Azula,"Afraid of fire, I see. That's good. You should be.",36
Suki," Go, Appa! Fly away from here!",36
Suki,Get out of here! You have to find Aang! We'll be okay!,36
Azula, Don't you know fans just make flames stronger?,36
Pathik, The world is full of surprises.,36
Pathik,"Oh, dear. You've been through so much recently. Hurt and betrayed. So twisted up inside. ",36
Pathik,"Someone looks very well rested, ",36
Pathik,I have prepared a message for Aang. May I attach it to your horn? ,36
Katara,,37
Sokka,"Hey, I thought designing the lost Appa poster was my job. I've been working all day on my Appa! ",37
Aang,"Sokka, the arrow is on Appa's head.",37
Sokka,,37
Katara, Why are feet coming out of it?,37
Sokka," I haven't seen him in a while, okay?",37
Toph, It looks just like him to me!,37
Sokka,"Thank you, I worked really-  Why do you feel the need to do that?",37
Katara,Let's just stick with the professional version.,37
Aang,,37
Quon,"So, you're the genius behind this incredible brew. The whole city is buzzing about you! I hope Pao pays you well.",37
Iroh,Good tea is its own reward.,37
Quon,But it doesn't have to be the  only  reward. How would you like to have your own tea shop?,37
Iroh, My own tea shop? This is a dream come true!,37
Pao, What's going on here? Are you trying to poach my tea-maker?,37
Quon,"Sorry Pao, but that's business for you, am I right?",37
Pao,"Mushi, if you stay, I'll make you assistant manager. Wait, senior assistant manager!",37
Quon,I'll provide you with a new apartment in the Upper Ring.  complete creative freedom.,37
Iroh,I even get to name the shop?,37
Quon,Of course!,37
Pao,"Uh, senior executive assistant manager?",37
Iroh,"Did you hear, nephew? This man wants to give us our own tea shop in the Upper Ring of the city!",37
Quon,"That's right, young man, your life is about to change for the better!",37
Zuko,,37
Aang,I just finished dropping all the leaflets. Has anyone come in with news about Appa?,37
Katara,It's only been a day. Just be patient. ,37
Aang,"Wow, you're right! Patience really pays off!  Joo Dee?",37
Joo Dee,"Hello, Aang, and Katara, and Sokka, and Toph.",37
Sokka, What happened to you? Did the Dai Li throw you in jail?,37
Joo Dee,What? Jail? Of course not. The Dai Li are the protectors of our cultural heritage.,37
Toph,But you disappeared at the Earth King's party.,37
Joo Dee,"Oh, I simply took a short vacation to Lake Laogai, out in the country. It was quite relaxing. ",37
Katara,But then they replaced you with some other woman who also said her name was Joo Dee.,37
Joo Dee, I'm Joo Dee.,37
Aang,Why are you here?,37
Joo Dee,Dropping fliers and putting up posters isn't permitted within the city. Not without proper clearance.,37
Sokka,We can't wait around to get permission for everything.,37
Joo Dee,You are absolutely forbidden by the rules of the city to continue putting up posters.,37
Aang,,37
Sokka,That might come back to bite us in the blubber.,37
Aang," I don't care! From now on, we do whatever it takes to find Appa!",37
Toph,"Yeah, let's break some rules! ",37
Long Feng,"I'm very disappointed in your work with the Avatar and his friends, Joo Dee. I had hoped that you would be able to control this situation.",37
Joo Dee,"I am so sorry, but they don't trust me anymore. ",37
Long Feng,"Joo Dee, the Earth King has invited you to Lake Laogai.",37
Joo Dee, I am honored to accept his invitation.,37
Long Feng," If the Avatar keeps searching for his bison, it could upset the delicate balance we've worked so hard to achieve in this city. It could even cost us control of the Earth King.",37
Dai Li agent,Should we take care of him?,37
Long Feng,No. It's much too dangerous for us to confront him directly. Let's see if we can still handle this quietly.,37
Iroh,"So, I was thinking about names for my new tea shop. How about the Jasmine Dragon? It's dramatic, poetic, has a nice ring to it.",37
Zuko, The Avatar is here in Ba Sing Se and he's lost his bison.,37
Iroh," If you start stirring up trouble, we could lose all the good things that are happening for us.",37
Zuko, Good things that are happening for  you  ! Have you ever thought that I want more from life than a nice apartment and a job serving tea?,37
Iroh,There is nothing wrong with a life of peace and prosperity. I suggest you think about what it is that you want from your life and why.,37
Zuko,I want my destiny.,37
Iroh,"What that means is up to you.  The Tea Weevil! No, that's stupid.",37
Sokka,"We'll split up to cover more area. Toph, I guess you should just come with me.",37
Toph," It's upside-down, isn't it? I'll just go with Sokka.",37
Jet,Katara?,37
Jet," Katara, I've changed!",37
Katara,,37
Jet," I don't want to fight you, I'm here to help!",37
Sokka,"Katara, what is it?",37
Katara,Jet's back.  We can't trust anything Jet says.,37
Sokka,But we don't even know why he's here!,37
Katara,"I don't care why he's here, whatever the reason is, it can't be good!",37
Jet,I'm here to help you find Appa! ,37
Aang," Katara, we have to give him a chance.",37
Jet,"I swear, I've changed! I was a troubled person and I let my anger get out of control, but I don't even have the gang now! I've put all that behind me!",37
Katara,You're lying!,37
Toph, He's not lying.,37
Sokka,How can you tell?,37
Toph,"I can feel his breathing and heartbeat. When people lie, there's a physical reaction. He's telling the truth.",37
Aang,"Katara, we don't have any leads. If Jet says he can take us to Appa, we have to check it out.",37
Katara,All right.  But we're not letting you out of our sight.,37
Jet,This is the place I heard about.,37
Aang,There's nothing here.,37
Katara, If this is a trap–,37
Jet,"I told you, I work nearby! Two guys were talking about some giant furry creature they had, I figured it must be Appa!",37
Toph,He was here! ,37
Aang,,37
Old Sweepy,"They took that big thing yesterday.  Shipped him out to some island. About time, I've been cleaning up fur, and various, uhhh ... leavings all day.",37
Aang, What island? Where's Appa?,37
Old Sweepy,"Foreman said some rich royal type on Whaletail Island bought him up. Guess for a zoo or such. Though, could be the meat that'd be good.",37
Aang,We've got to get to Whaletail Island! ,37
Sokka," Here it is. It's near the South Pole, almost all the way back home.",37
Katara,"Aang, it will take us weeks just to get to the tip of the Earth Kingdom. And then we'll need to find a boat to get to the island.",37
Aang,I don't care. We have a chance to find Appa! We have to try!,37
Old Sweepy,Must be nice to visit an island. I haven't had a vacation for years.,37
Katara,Don't you have some more hair to clean up?,37
Old Sweepy,"Shuffle on, I get you. No more need for Old Sweepy ...",37
Katara,"You're right Aang, right now our first concern has to be finding Appa. We can come back when we have him.",37
Sokka,"All right, let's get moving.",37
Jet,I'll come with you.,37
Katara,We don't need your help!,37
Jet,Why won't you trust me? ,37
Katara,"Gee, I wonder.",37
Toph, Was this guy your boyfriend or something?,37
Katara,What ... no! ,37
Toph,,37
Sokka,We can take the train out to the wall but then we'll have to walk.,37
Aang,"Don't worry, on the way back we'll be flying!",37
Toph,We're finally leaving Ba Sing Se.  Worst ... city ... ever!,37
Smellerbee, Jet!,37
Katara," I thought you said you didn't have your ""gang"" anymore!",37
Jet, I don't!,37
Smellerbee,,37
Katara, The Dai Li?!,37
Jet,I don't know what she's talking about!,37
Smellerbee,He got arrested by the Dai Li a couple of weeks ago. We saw them drag him away!,37
Jet,Why would I be arrested? I've been living peacefully in the city!,37
Toph, This doesn't make any sense. They're both telling the truth.,37
Katara,That's impossible.,37
Sokka,No it's not! Toph can't tell who's lying because they both think they're telling the truth. Jet's been brainwashed!,37
Jet,That's crazy! It can't be!  Stay away from me!,37
Zuko,"Out of my way, skinny!",37
Dai Li agent,Huh?,37
Zuko,"If you don't want to end up like him, you'll do what I say.",37
Katara,"The Dai Li must have sent Jet to mislead us, and that janitor was part of their plot, too!",37
Aang,I bet they have Appa here in the city. Maybe he's in the same place they took Jet! Where did they take you?,37
Jet,Nowhere! I- I don't know what you're talking about!,37
Aang,We need to find a way to jog his real memories.,37
Sokka, Maybe Katara should kiss him. That should bring something back!,37
Katara,"Maybe  you  should kiss him, Sokka!",37
Sokka,"Hey, just an idea!",37
Aang, A bad one.,37
Sokka,"Ooh, wait! I've got it!",37
Jet,I don't think it's working. ,37
Toph,Try to think of something from your past that triggers your emotions.,37
Smellerbee,The Fire Nation! Remember what they did to your family!,37
Katara,Close your eyes. Picture it.,37
Jet, No! It's too painful!,37
Katara,Maybe this will help. ,37
Jet,They took me to a headquarters under the water. Like a lake!,37
Sokka,Wait! Remember what Joo Dee said? She said she went on vacation to Lake Laogai!,37
Jet, That's it! Lake Laogai.,37
Sokka,So where's this secret headquarters?,37
Jet,"Under the water, I think.",37
Toph,There's a tunnel right there by the shore.,37
Jet,It's all starting to come back to me!,37
Brainwasher,I'm Joo Dee. Welcome to Ba Sing Se.,37
Joo Dees, I'm Joo Dee. Welcome to Ba Sing Se.,37
Brainwasher,We're so lucky to have our walls to create order.,37
Joo Dees, We're so lucky to have our walls to create order.,37
Jet,I think there might be a cell big enough to hold Appa up ahead. I think it's through here! ,37
Zuko,Expecting someone else?,37
Sokka,Now that's something different.,37
Long Feng,You have made yourselves enemies of the state. Take them into custody.,37
Aang, Long Feng is escaping!,37
Long Feng,"All right, Avatar, you've caused me enough problems. This is your last chance ... if you want your bison back.",37
Aang,You do have Appa! Tell me where he is!,37
Long Feng,"Agree to exit the city now, and I'll waive all charges against you and allow you to leave with your lost pet.",37
Jet, You're in no position to bargain.,37
Long Feng,Am I not?,37
Aang, You're definitely not!,37
Long Feng,"Jet, the Earth King has invited you to Lake Laogai.",37
Jet, I am honored to accept his invitation.,37
Zuko,You're mine now.,37
Zuko,Uncle?,37
Iroh,"So, the Blue Spirit. I wonder who could be behind that mask ...",37
Zuko, What are you doing here?,37
Iroh,I was just about to ask you the same thing. What do you plan to do now that you've found the Avatar's bison? Keep him locked in our new apartment? Should I go put on a pot of tea for him?,37
Zuko,First I have to get it out of here.,37
Iroh," This is exactly what happened when you captured the Avatar at the North Pole! You had him, and then you had nowhere to go!",37
Zuko,I would have figured something out!,37
Iroh,"No! If his friends hadn't found you, you would have frozen to death!",37
Zuko,"I know my own destiny, Uncle!",37
Iroh,"Is it your own destiny, or is it a destiny someone else has tried to force on you?",37
Zuko,"Stop it, Uncle! I have to do this!",37
Iroh,"I'm begging you, Prince Zuko! It's time for you to look inward and begin asking yourself the big questions. Who are you, and what do  you  want?",37
Aang,"Jet, it's me, Aang!  You don't have to do this!",37
Long Feng,I'm afraid he no longer has a choice.,37
Aang,"Jet, I'm your friend! Look inside your heart!",37
Long Feng,"Do your duty, Jet!",37
Aang,He can't make you do this!  You're a Freedom Fighter!,37
Long Feng,Do it! Do it now!,37
Long Feng,,37
Jet, I'm sorry ... Aang.,37
Aang, Don't be.,37
Katara,This isn't good.,37
Smellerbee,You guys go and find Appa. We'll take care of Jet.,37
Katara,We're not going to leave you.,37
Longshot,There's no time. Just go. We'll take care of him. He's our leader.,37
Jet,"Don't worry, Katara. I'll be fine. ",37
Toph, He's lying ...,37
Aang,Appa's gone! Long Feng beat us here.,37
Sokka,"If we keep moving, maybe we can catch up with them!",37
Sokka,You think we can outrun them?,37
Aang,I don't think it's gonna matter!,37
Aang,"What is it, Momo?",37
Aang,Appa!,37
Long Feng,I can handle you by myself.,37
Sokka,Yeah! Appa!,37
Aang," I missed you, buddy.",37
Iroh,"You did the right thing, nephew.  Leave it behind.",37
Aang,"I missed you more than you'll ever know, buddy. ",38
Sokka,"Look, we escaped from the Dai Li. We got Appa back. I'm telling you, we should go to the Earth King now and tell him our plan. We're on a roll.",38
Katara,One good hour after weeks of trouble isn't much of a roll.,38
Sokka,"We can build on it. If we want to invade the Fire Nation when the eclipse happens, we'll need the Earth King's support.",38
Toph,"What makes you think we'll get it? I don't know if you've noticed, but things don't usually go that smoothly for our little gang.",38
Sokka,"I know, but I've got a good feeling about this. This time will be different.",38
Katara,"Sokka, Long Feng is in control of the city. His conspiracy with the Dai Li is too powerful. I think we should just keep flying and leave this horrible place behind us.",38
Toph,I'm with Sweetness. I've seen enough of Ba Sing Se.  And I can't even see!,38
Aang,"But now that we have Appa back, there's nothing stopping us from telling the Earth King the truth. About the conspiracy and the War.",38
Sokka,See? Aang's with me.  It's the whole reason we came here in the first place. We have to try.,38
Katara,,38
Toph," Long Feng brainwashed you, didn't he!?",38
Sokka,That's probably the Dai Li searching for us.  So?,38
Katara, Let's fly!,38
Toph,Can we please buy a new saddle? Riding bareback is terrifying! ,38
Sokka,There it is! That whole thing is the palace! The Earth King's chamber should be in the center!,38
Katara,We have to be careful. Long Feng's probably warned the king that we're coming.,38
Sokka,"Why would you assume that? If you ask me, I think we're just gonna sail right in and-  Aahh!",38
Toph,What was that?,38
Sokka,Surface-to-air rocks!  More incoming!,38
Katara, Sorry!,38
Katara,Sorry! We just need to get through to see the Earth King!,38
Sokka,"Seriously, we're actually on your guys' side!  Sorry.",38
Sokka,In there! ,38
Sokka,"Toph, which way to the Earth King?",38
Toph,How should I know? I'm still voting we  leave  Ba Sing Se.,38
Palace woman,Burglar! ,38
Sokka, Sorry. Wrong door.,38
Iroh,You did the right thing. Letting the Avatar's bison go free.,38
Zuko,I don't feel right. ,38
Iroh,Zuko! ,38
Sokka,Now that's an impressive door. It's gotta go somewhere.  A little warning next time?,38
Aang,We need to talk to you.,38
Long Feng, They're here to overthrow you.,38
Sokka,"No, we're on your side. We're here to help.",38
Katara,You have to trust us.,38
Kuei," You invade my palace, lay waste to all my guards, break down my fancy door, and you expect me to trust you?",38
Toph,He has a good point.,38
Kuei,"If you are on my side, then drop your weapons and stand down!",38
Aang,,38
Long Feng, Detain the assailants!,38
Sokka,But we dropped our weapons. We're your allies.,38
Long Feng,Make sure the Avatar and his friends never see daylight again. ,38
Kuei,The Avatar?  You're the Avatar?,38
Sokka,"Uh, no. Him. ",38
Aang,,38
Long Feng,"What does it matter, Your Highness? They're enemies of the state.",38
Kuei,Perhaps you're right. ,38
Aang," Well, sir, there's a war going on right now. For the past one hundred years in fact. The Dai Li's kept it secret from you. It's a conspiracy to control the city, and to control you.",38
Kuei,A secret war? That's crazy!,38
Long Feng,Completely!,38
Aang,"Long Feng didn't want us to tell you, so he stole our sky bison to blackmail us. And blackmail is the least of his crimes; he brainwashed our friend!",38
Long Feng," All lies. I've never even seen a sky bison, Your Majesty. Frankly, I thought they were extinct.",38
Kuei, Your claim is difficult to believe. Even from an Avatar.,38
Long Feng," If you listen to them, you're playing right into your own destruction.",38
Kuei, I have to trust my advisor.,38
Sokka,Wait!  I can prove he's lying. Long Feng said he's never seen a sky bison. Ask him to lift his robe.,38
Long Feng,What? I am  not  disrobing! ,38
Aang,Right there! Appa bit him!,38
Sokka,"Never met a sky bison, huh?",38
Long Feng, Thanks for showing everyone.,38
Kuei,Well I suppose there's no way to prove where those marks came from.,38
Sokka,Of course there is!,38
Kuei,Yup. That pretty much proves it. ,38
Iroh,You're burning up.  This will help cool you down.,38
Zuko,So thirsty. ,38
Iroh, Stay under the blankets and sweat this out.,38
Kuei, So this is what a train is like? I didn't realize it would be this ... public.,38
Katara,So you've never been outside the Upper Ring before?,38
Kuei,"I've never been outside the palace.  So, may I ask where we're going?",38
Sokka,"Underneath Lake Laogai, Your Kingliness. To the Dai Li's secret headquarters. You're about to see where all the brainwashing and conspiring took place.",38
Toph,It's gone!,38
Sokka,Oh don't tell me- !  That's okay. Still got my positive attitude.,38
Katara,The Dai Li must've known we were coming and destroyed the evidence!,38
Kuei, That seems awfully convenient.,38
Sokka,"Hey, if anything, this proves the conspiracy exists even more. ",38
Kuei,"Long Feng was right. This was a waste of time.  If you'll excuse me, I'm going back to the palace.",38
Katara, The wall. They'll never be able to cover that up in time.,38
Aang,"Oh, yeah.  If you come with us to the Outer Wall, we can prove to you that the secret war is real.",38
Kuei,No Earth King has ever been to the Outer Wall. ,38
Sokka,,38
Toph,First time flying?,38
Kuei,It's both thrilling and terrifying!,38
Toph,"Yeah.  I hate it, too.",38
Kuei,I have to be honest with you: part of me really hopes that what you're telling me about this war isn't true.,38
Aang,I wish it wasn't.,38
Blue dragon," It's getting late. Are you planning to retire soon, my lord?",38
Zuko,I'm not tired.,38
Blue dragon," Relax, Fire Lord Zuko. Just let go. Give in to it. Shut your eyes for a while.",38
Red dragon,,38
Blue dragon,"Sleep now, Fire Lord Zuko.",38
Blue dragon,Sleep.  Just like  mother  !,38
Ursa,Zuko! Help me! ,38
Aang, It's still there!,38
Kuei, What is that?,38
Sokka,It's a drill. A giant drill ,38
Kuei,I can't believe I never knew. ,38
Long Feng,,38
Katara," Fire Nation insignia on your ""construction project"".",38
Long Feng, Surely you don't believe these children instead of your most loyal attendant?,38
Kuei, Dai Li! Arrest Long Feng! I want him to stand trial for crimes against the Earth Kingdom.,38
Long Feng,You can't arrest me! You all need me more than you know! ,38
Sokka,,38
Kuei,"I want to thank you, young heroes, for opening my eyes. All this time, what I thought was a great metropolis was merely a city of fools. And that makes me the king fool.  We're at war. With the Fire Nation.",38
Sokka,"That's why we came to Ba Sing Se, Your Highness: because we think you can help us end the war.",38
Aang, We don't have much time. There's a comet coming this summer. Its energy will give the firebenders unbelievable strength. They'll be unstoppable.,38
Sokka,"But there is hope. Before the comet comes, we have a window of opportunity: A solar eclipse is coming. The sun will be completely blocked out by the moon, and the firebenders will be helpless.",38
Kuei,"What are you suggesting, Sokka?",38
Sokka,That's the day we need to invade the Fire Nation.  The Day of Black Sun.,38
Kuei,I don't know. That would require moving troops out of Ba Sing Se. We'd be completely vulnerable.,38
Sokka,"You're already vulnerable. The Fire Nation won't stop until Ba Sing Se falls. You can either sit back and wait for that to happen, or take the offensive and give yourself a fighting chance.",38
Kuei, Very well. You have my support.,38
General How,Your Majesty.  I apologize for the interruption.,38
Kuei," This is General How. He's the leader of the Council of Five, my highest ranking generals.",38
General How,We searched Long Feng's office. I think we found something that will interest everybody. ,38
General How,There are secret files on everyone in Ba Sing Se. Including you kids.,38
Aang,Secret files?,38
Kuei,,38
Katara,,38
Toph,Long Feng intercepted our letters from home?  That's just sad.,38
Kuei, Aang?,38
General How,This scroll was attached to the horn of your bison when the Dai Li captured it.,38
Aang, It's from the Eastern Air Temple.,38
Katara,Is there a letter for me and Sokka by any chance?,38
Kuei, I'm afraid not.,38
Sokka, Oh.,38
General How,But there is an intelligence report that might interest you. ,38
Katara," ""A small fleet of Water Tribe ships.""",38
Sokka, What? That could be Dad!,38
Katara, It  is  Dad!,38
Iroh,"You should know that this is not a natural sickness, but that shouldn't stop you from enjoying tea. ",38
Zuko,What's happening?,38
Iroh,Your critical decision. What you did beneath that lake. It was in such conflict with your image of yourself that you are now at war within your own mind and body. ,38
Zuko,What's that mean? ,38
Iroh,"You are going through a metamorphosis, my nephew. It will not be a pleasant experience, but when you come out of it,  you will be the beautiful prince you were always meant to be.",38
Aang,I can't believe it. There's a man living at the Eastern Air Temple. He says he's a guru.,38
Sokka,What's a guru? Some kind of poisonous blow fish?,38
Aang,"No, a spiritual expert. He wants to help me take the next step in the Avatar journey. He says he can teach me to control the Avatar State.",38
Katara,And I can't believe we know where our dad is now.,38
Toph,I know what you mean. My mom's in the city. And from her letter it sounds like she finally understands me.,38
Sokka,This is all such big news! Where do we even start?,38
Katara,"I hate to say it, but we have to split up.",38
Aang, Split up? We just found Appa and got the family back together! Now you want us to separate?,38
Katara,"You have to meet this guru, Aang. If we're going to invade the Fire Nation, you need to be ready.",38
Aang,"Well, if I'm going to the Eastern Air Temple, Appa and I can drop you off at Chameleon Bay to see your dad.",38
Sokka,Someone has to stay here with the Earth King and help him plan for the invasion.  I guess that's me.,38
Katara,"No, Sokka. I know how badly you wanna help Dad. You go to Chameleon Bay. I'll stay here with the king.",38
Sokka,,38
Katara,"Easy there, big brother ...  Though you're right. I am.",38
Aang,Katara? I need to tell you something.  I've been wanting to say it for a long time.,38
Katara,"What is it, Aang?",38
Aang,,38
Sokka,,38
Kuei,"Aang and Sokka, ",38
Soldier,Your Majesty. There are three female warriors to see you. They're from the island of Kyoshi.,38
Sokka,,38
Kuei,You know these warriors?,38
Sokka, Oh yeah. The Kyoshi Warriors are a skilled group of fighters. Trustworthy too. They're good friends of ours.,38
Kuei,Then we shall welcome them as honored guests.,38
Katara,,38
Toph,I'm really gonna miss you guys.,38
Katara, Me too.,38
Aang,Yeah.,38
Sokka, Seriously.,38
Sokka,"You see, Aang? A little positive thinking works wonders. We got the king on our side, we got Long Feng arrested, and when we get back, Suki's waiting for me.",38
Aang," Yeah. Girls are waiting for us. Thanks, positive attitude.",38
Sokka,Everything is gonna work out perfectly. From now on and forever. ,38
Agent,,38
Toph, Hey! Who do you think you're dealing with!?,38
Xin Fu,One loud-mouthed little brat who strayed too far from home.,38
Kuei,"In our hour of need, it is with the highest honor that I welcome our esteemed allies, the Kyoshi Warriors!",38
Azula,We are the Earth King's humble servants.,38
Zuko,What's that smell?,39
Iroh,It's jook. I'm sure you wouldn't like it.,39
Zuko,,39
Iroh,"Now that your fever is gone, you seem different somehow.",39
Zuko,,39
Aang,You haven't seen your dad in over two years. You must be so excited!,39
Sokka,,39
Aang,Don't be nervous. He's going to be so happy to see you! ,39
Sokka,So what about you? Are you nervous to meet this guru?,39
Aang,Not at all. I'm ready to master the Avatar State. I'll do whatever it takes.  See you in a week. Yip yip!,39
Water Tribe warrior,"Sokka, good to see you.",39
Hakoda,Sokka.,39
Sokka,"Hi, Dad.",39
Kuei,"Look Bosco! The Kyoshi Warriors are here to protect us! Aren't you excited?  It's been a difficult week for me. My most trusted advisor, Long Feng, and his Dai Li agents tried to take control of Ba Sing Se from me.",39
Azula,It's terrible when you can't trust the people who are closest to you.,39
Kuei," But there is good news. As we speak, the Council of Five is meeting to plan an invasion of the Fire Nation this summer, on the day of a solar eclipse.",39
Azula,Really? Now that sounds like a fascinating and brilliant plan. ,39
General How,"General Fong's base will serve as the launching point for the attack. In exactly two months, the army and navy will invade the Fire Nation on the Day of Black Sun.",39
Katara,"Or we could send in Momo to do some damage!  'Cause, the ... sorry.",39
General How,,39
Katara,"I'll get these scrolls to him right away. Thank you, General How.",39
Aang,"Uhhh ... hello? You're Guru Pathik, right?  The person who attached the note to Appa's horn?",39
Pathik,Indeed. I was a spiritual brother of your people and a personal friend of Monk Gyatso. ,39
Aang,"In your note,  you said you could teach me how to gain control of the Avatar State. How?",39
Pathik,"You must gain balance within yourself, before you can bring balance to the world. And the first step to gaining balance begins with this.  Drink up!",39
Aang, Uggh! It tastes like onion and banana juice!,39
Pathik,That's because it is!  Yum yum!,39
Yu,I believe we need to go right!,39
Xin Fu,What are you talking about? The Beifong Estate's this way!,39
Yu,I'm quite certain you're mistaken.,39
Toph, I got to go to the bathroom!,39
Yu,"Oooh ... uhhh, okay, but make it quick! ",39
Xin Fu, What's wrong with you?,39
Yu,"Ooh, very sneaky Toph! Nice try, but you can't trick me! ",39
Toph,Let me out of here so I can kick both your butts!,39
Xin Fu,"Quit your banging!  You might think you're the greatest earthbender in the world, but even you can't bend metal!",39
Azula,"We have been presented with an extraordinary opportunity, girls.",39
Ty Lee,Mai finally gets to wear make-up that's not totally depressing? ,39
Mai," Ha, ha.",39
Azula,"I'm talking about conquering the whole Earth Kingdom.  But now we're on the inside, and we can take it by ourselves.",39
Ty Lee," Gosh, you're so confident. I really admire that about you.",39
Azula,"From the inside, we're in perfect position to organize a coup and overthrow the Earth King. The key is the Dai Li. Whoever controls the Dai Li  controls Ba Sing Se.",39
Pathik,"In order to master the Avatar State, you must open all the chakras. Aang, tell me everything you know about chakras.",39
Aang, What are chakras?,39
Pathik," The water flows through this creek, much like the energy flows through your body. As you see, there are several pools where the water swirls around before flowing on. These pools are like our chakras.",39
Aang,So chakras are pools of spiraling energy in our bodies?,39
Pathik,"Exactly. If nothing else were around, this creek would flow pure and clear. However, life is messy, and things tend to fall in the creek. And then what happens?",39
Aang,The creek can't flow?,39
Pathik,"Yes. But, if we open the ponds between the pools ... ",39
Aang,The energy flows! ,39
Pathik,"There are seven chakras that go up the body. Each pool of energy has a purpose, and can be blocked by a specific kind of emotional muck. Be warned, opening the chakras is an intense experience, and once you begin the process, you cannot stop until all seven are open. Are you ready?",39
Aang, I'll do whatever it takes.,39
Pathik,"First we will open the Earth Chakra, located at the base of the spine. It deals with survival, and is blocked by fear. What are you most afraid of? Let your fears become clear to you.",39
Pathik,"Aang, your vision is not real. You are concerned for your survival, but you must surrender those fears. Let your fears flow down the creek. ",39
Pathik,Next is the ...,39
Aang,Water Chakra?,39
Pathik,"Brilliant! Maybe one day you will be a guru too! This chakra deals with pleasure and is blocked by guilt. Now, look at all the guilt with burdens you so. What do you blame yourself for?",39
Aang, I hurt all of those people.,39
Pathik,"Accept the reality that these things happened, but do not let them cloud and poison your energy. If you are to be a positive influence on the world, you need to forgive yourself. ",39
Hakoda,This bay leads directly to the outskirts of Ba Sing Se. We've been using these tangle mines to stop the Fire Nation ships from getting through.,39
Bato, Your father invented tangle mines himself.,39
Sokka,"Destructive? Buoyant? And ...  Aggh, ehhh! Terrible smelling!",39
Hakoda,"Very perceptive. The mines are filled with skunk fish and seaweed. When a ship detonates the mine, the seaweed tangles up the propeller and the foul smell forces people to abandon the ship. I call it the ""stink and sink.""",39
Sokka," Good one, Dad!",39
Bato, You're definitely your father's son.,39
Warrior," Hakoda, our scouts have spotted four Fire Nation ships!",39
Hakoda,"Bato, get these mines loaded up! The rest of you men, prepare for battle!",39
Sokka,"Uhhh ... what should I do, Dad?",39
Hakoda,"Aren't you listening? I said, ""The rest of you men, get ready for battle"".",39
Iroh,"Who thought when we came to this city as refugees, that I'd end up owning my own tea shop? Follow your passion, Zuko, and life will reward you.",39
Zuko,"Congratulations, Uncle.",39
Iroh,I am very thankful.,39
Zuko,You deserve it. The Jasmine Dragon will be the best tea shop in the city.,39
Iroh,No. I'm thankful because you decided to share this special day with me. It means more than you know. ,39
Zuko,Now let's make these people some tea! ,39
Iroh," Yes, let's make some tea!",39
