character,dialog,episode,season
Pao,"Mushi, if you stay, I'll make you assistant manager. Wait, senior assistant manager!",17.0,2.0
Quon,"I'll provide you with a new apartment in the Upper Ring.  The tea shop is yours to do whatever you want,  complete creative freedom.",17.0,2.0
Iroh,I even get to name the shop?,17.0,2.0
Quon,Of course!,17.0,2.0
Pao,"Uh, senior executive assistant manager?",17.0,2.0
Iroh,"Did you hear, nephew? This man wants to give us our own tea shop in the Upper Ring of the city!",17.0,2.0
Quon,"That's right, young man, your life is about to change for the better!",17.0,2.0
Zuko, I'll try to contain my joy. ,17.0,2.0
Aang,I just finished dropping all the leaflets. Has anyone come in with news about Appa?,17.0,2.0
Katara,It's only been a day. Just be patient. ,17.0,2.0
Aang,"Wow, you're right! Patience really pays off!  Joo Dee?",17.0,2.0
Joo Dee,"Hello, Aang, and Katara, and Sokka, and Toph.",17.0,2.0
Sokka, What happened to you? Did the Dai Li throw you in jail?,17.0,2.0
Joo Dee,What? Jail? Of course not. The Dai Li are the protectors of our cultural heritage.,17.0,2.0
Toph,But you disappeared at the Earth King's party.,17.0,2.0
Joo Dee,"Oh, I simply took a short vacation to Lake Laogai, out in the country. It was quite relaxing. ",17.0,2.0
Katara,But then they replaced you with some other woman who also said her name was Joo Dee.,17.0,2.0
Joo Dee, I'm Joo Dee.,17.0,2.0
Aang,Why are you here?,17.0,2.0
Joo Dee,Dropping fliers and putting up posters isn't permitted within the city. Not without proper clearance.,17.0,2.0
Sokka,We can't wait around to get permission for everything.,17.0,2.0
Joo Dee,You are absolutely forbidden by the rules of the city to continue putting up posters.,17.0,2.0
Aang, We don't care about the rules and we're  not  asking permission!  We're finding Appa on our own and you should just stay out of our way! ,17.0,2.0
Sokka,That might come back to bite us in the blubber.,17.0,2.0
Aang," I don't care! From now on, we do whatever it takes to find Appa!",17.0,2.0
Toph,"Yeah, let's break some rules! ",17.0,2.0
Long Feng,"I'm very disappointed in your work with the Avatar and his friends, Joo Dee. I had hoped that you would be able to control this situation.",17.0,2.0
Joo Dee,"I am so sorry, but they don't trust me anymore.  I don't think I can keep working like this! ",17.0,2.0
Long Feng,"Joo Dee, the Earth King has invited you to Lake Laogai.",17.0,2.0
Joo Dee, I am honored to accept his invitation.,17.0,2.0
Long Feng," Good. Now go await further orders.  If the Avatar keeps searching for his bison, it could upset the delicate balance we've worked so hard to achieve in this city. It could even cost us control of the Earth King.",17.0,2.0
Dai Li agent,Should we take care of him?,17.0,2.0
Long Feng,No. It's much too dangerous for us to confront him directly. Let's see if we can still handle this quietly.,17.0,2.0
Iroh,"So, I was thinking about names for my new tea shop. How about the Jasmine Dragon? It's dramatic, poetic, has a nice ring to it.",17.0,2.0
Zuko, The Avatar is here in Ba Sing Se and he's lost his bison.,17.0,2.0
Iroh," We have a chance for a new life here.  If you start stirring up trouble, we could lose all the good things that are happening for us.",17.0,2.0
Zuko, Good things that are happening for  you  ! Have you ever thought that I want more from life than a nice apartment and a job serving tea?,17.0,2.0
Iroh,There is nothing wrong with a life of peace and prosperity. I suggest you think about what it is that you want from your life and why.,17.0,2.0
Zuko,I want my destiny.,17.0,2.0
Iroh,"What that means is up to you.  The Tea Weevil! No, that's stupid.",17.0,2.0
Sokka,"We'll split up to cover more area. Toph, I guess you should just come with me.",17.0,2.0
Toph," Why? Because you think I can't put up posters on my own?!  It's upside-down, isn't it? I'll just go with Sokka.",17.0,2.0
Jet,Katara?,17.0,2.0
Jet," I think I can help you.  Katara, I've changed!",17.0,2.0
Katara," Tell it to some other girl, Jet! ",17.0,2.0
Jet," I don't want to fight you, I'm here to help!",17.0,2.0
Sokka,"Katara, what is it?",17.0,2.0
Katara,Jet's back.  We can't trust anything Jet says.,17.0,2.0
Sokka,But we don't even know why he's here!,17.0,2.0
Katara,"I don't care why he's here, whatever the reason is, it can't be good!",17.0,2.0
Jet,I'm here to help you find Appa! ,17.0,2.0
Aang," Katara, we have to give him a chance.",17.0,2.0
Jet,"I swear, I've changed! I was a troubled person and I let my anger get out of control, but I don't even have the gang now! I've put all that behind me!",17.0,2.0
Katara,You're lying!,17.0,2.0
Toph, He's not lying.,17.0,2.0
Sokka,How can you tell?,17.0,2.0
Toph,"I can feel his breathing and heartbeat. When people lie, there's a physical reaction. He's telling the truth.",17.0,2.0
Aang,"Katara, we don't have any leads. If Jet says he can take us to Appa, we have to check it out.",17.0,2.0
Katara,All right.  But we're not letting you out of our sight.,17.0,2.0
Jet,This is the place I heard about.,17.0,2.0
Aang,There's nothing here.,17.0,2.0
Katara, If this is a trap–,17.0,2.0
Jet,"I told you, I work nearby! Two guys were talking about some giant furry creature they had, I figured it must be Appa!",17.0,2.0
Toph,He was here! ,17.0,2.0
Aang, We missed him. ,17.0,2.0
Old Sweepy,"They took that big thing yesterday.  Shipped him out to some island. About time, I've been cleaning up fur, and various, uhhh ... leavings all day.",17.0,2.0
Aang, What island? Where's Appa?,17.0,2.0
Old Sweepy,"Foreman said some rich royal type on Whaletail Island bought him up. Guess for a zoo or such. Though, could be the meat that'd be good.",17.0,2.0
Aang,We've got to get to Whaletail Island!  Where's Whaletail Island? ,17.0,2.0
Sokka," Far, very far.  Here it is. It's near the South Pole, almost all the way back home.",17.0,2.0
Katara,"Aang, it will take us weeks just to get to the tip of the Earth Kingdom. And then we'll need to find a boat to get to the island.",17.0,2.0
Aang,I don't care. We have a chance to find Appa! We have to try!,17.0,2.0
Old Sweepy,Must be nice to visit an island. I haven't had a vacation for years.,17.0,2.0
Katara,Don't you have some more hair to clean up?,17.0,2.0
Old Sweepy,"Shuffle on, I get you. No more need for Old Sweepy ...",17.0,2.0
Katara,"You're right Aang, right now our first concern has to be finding Appa. We can come back when we have him.",17.0,2.0
Sokka,"All right, let's get moving.",17.0,2.0
Jet,I'll come with you.,17.0,2.0
Katara,We don't need your help!,17.0,2.0
Jet,Why won't you trust me? ,17.0,2.0
Katara,"Gee, I wonder.",17.0,2.0
Toph, Was this guy your boyfriend or something?,17.0,2.0
Katara,What ... no! ,17.0,2.0
Toph, I can tell you're lying ... ,17.0,2.0
Sokka,We can take the train out to the wall but then we'll have to walk.,17.0,2.0
Aang,"Don't worry, on the way back we'll be flying!",17.0,2.0
Toph,We're finally leaving Ba Sing Se.  Worst ... city ... ever!,17.0,2.0
Smellerbee, Jet!,17.0,2.0
Katara," I thought you said you didn't have your ""gang"" anymore!",17.0,2.0
Jet, I don't!,17.0,2.0
Smellerbee, We were so worried. How did you get away from the Dai Li? ,17.0,2.0
Katara, The Dai Li?!,17.0,2.0
Jet,I don't know what she's talking about!,17.0,2.0
Smellerbee,He got arrested by the Dai Li a couple of weeks ago. We saw them drag him away!,17.0,2.0
Jet,Why would I be arrested? I've been living peacefully in the city!,17.0,2.0
Toph, This doesn't make any sense. They're both telling the truth.,17.0,2.0
Katara,That's impossible.,17.0,2.0
Sokka,No it's not! Toph can't tell who's lying because they both think they're telling the truth. Jet's been brainwashed!,17.0,2.0
Jet,That's crazy! It can't be!  Stay away from me!,17.0,2.0
Zuko,"Out of my way, skinny!",17.0,2.0
Dai Li agent,Huh?,17.0,2.0
Zuko,"If you don't want to end up like him, you'll do what I say.",17.0,2.0
Katara,"The Dai Li must have sent Jet to mislead us, and that janitor was part of their plot, too!",17.0,2.0
Aang,I bet they have Appa here in the city. Maybe he's in the same place they took Jet! Where did they take you?,17.0,2.0
Jet,Nowhere! I- I don't know what you're talking about!,17.0,2.0
Aang,We need to find a way to jog his real memories.,17.0,2.0
Sokka, Maybe Katara should kiss him. That should bring something back!,17.0,2.0
Katara,"Maybe  you  should kiss him, Sokka!",17.0,2.0
Sokka,"Hey, just an idea!",17.0,2.0
Aang, A bad one.,17.0,2.0
Sokka,"Ooh, wait! I've got it!",17.0,2.0
Jet,I don't think it's working. ,17.0,2.0
Toph,Try to think of something from your past that triggers your emotions.,17.0,2.0
Smellerbee,The Fire Nation! Remember what they did to your family!,17.0,2.0
Katara,Close your eyes. Picture it.,17.0,2.0
Jet, No! It's too painful!,17.0,2.0
Katara,Maybe this will help. ,17.0,2.0
Jet,They took me to a headquarters under the water. Like a lake!,17.0,2.0
Sokka,Wait! Remember what Joo Dee said? She said she went on vacation to Lake Laogai!,17.0,2.0
Jet, That's it! Lake Laogai.,17.0,2.0
Sokka,So where's this secret headquarters?,17.0,2.0
Jet,"Under the water, I think.",17.0,2.0
Toph,There's a tunnel right there by the shore.,17.0,2.0
Jet,It's all starting to come back to me!,17.0,2.0
Brainwasher,I'm Joo Dee. Welcome to Ba Sing Se.,17.0,2.0
Joo Dees, I'm Joo Dee. Welcome to Ba Sing Se.,17.0,2.0
Brainwasher,We're so lucky to have our walls to create order.,17.0,2.0
Joo Dees, We're so lucky to have our walls to create order.,17.0,2.0
Jet,I think there might be a cell big enough to hold Appa up ahead. I think it's through here! ,17.0,2.0
Zuko,Expecting someone else?,17.0,2.0
Sokka,Now that's something different.,17.0,2.0
Long Feng,You have made yourselves enemies of the state. Take them into custody.,17.0,2.0
Aang, Long Feng is escaping!,17.0,2.0
Long Feng,"All right, Avatar, you've caused me enough problems. This is your last chance ... if you want your bison back.",17.0,2.0
Aang,You do have Appa! Tell me where he is!,17.0,2.0
Long Feng,"Agree to exit the city now, and I'll waive all charges against you and allow you to leave with your lost pet.",17.0,2.0
Jet, You're in no position to bargain.,17.0,2.0
Long Feng,Am I not?,17.0,2.0
Aang, You're definitely not!,17.0,2.0
Long Feng,"Jet, the Earth King has invited you to Lake Laogai.",17.0,2.0
Jet, I am honored to accept his invitation.,17.0,2.0
Zuko,You're mine now.,17.0,2.0
Zuko,Uncle?,17.0,2.0
Iroh,"So, the Blue Spirit. I wonder who could be behind that mask ...",17.0,2.0
Zuko, What are you doing here?,17.0,2.0
Iroh,I was just about to ask you the same thing. What do you plan to do now that you've found the Avatar's bison? Keep him locked in our new apartment? Should I go put on a pot of tea for him?,17.0,2.0
Zuko,First I have to get it out of here.,17.0,2.0
Iroh," And then what!? You never think these things through!  This is exactly what happened when you captured the Avatar at the North Pole! You had him, and then you had nowhere to go!",17.0,2.0
Zuko,I would have figured something out!,17.0,2.0
Iroh,"No! If his friends hadn't found you, you would have frozen to death!",17.0,2.0
Zuko,"I know my own destiny, Uncle!",17.0,2.0
Iroh,"Is it your own destiny, or is it a destiny someone else has tried to force on you?",17.0,2.0
Zuko,"Stop it, Uncle! I have to do this!",17.0,2.0
Iroh,"I'm begging you, Prince Zuko! It's time for you to look inward and begin asking yourself the big questions. Who are you, and what do  you  want?",17.0,2.0
Aang,"Jet, it's me, Aang!  You don't have to do this!",17.0,2.0
Long Feng,I'm afraid he no longer has a choice.,17.0,2.0
Aang,"Jet, I'm your friend! Look inside your heart!",17.0,2.0
Long Feng,"Do your duty, Jet!",17.0,2.0
Aang,He can't make you do this!  You're a Freedom Fighter!,17.0,2.0
Long Feng,Do it! Do it now!,17.0,2.0
Long Feng, Foolish boy. You've chosen your own demise. ,17.0,2.0
Jet, I'm sorry ... Aang.,17.0,2.0
Aang, Don't be.,17.0,2.0
Katara,This isn't good.,17.0,2.0
Smellerbee,You guys go and find Appa. We'll take care of Jet.,17.0,2.0
Katara,We're not going to leave you.,17.0,2.0
Longshot,There's no time. Just go. We'll take care of him. He's our leader.,17.0,2.0
Jet,"Don't worry, Katara. I'll be fine. ",17.0,2.0
Toph, He's lying ...,17.0,2.0
Aang,Appa's gone! Long Feng beat us here.,17.0,2.0
Sokka,"If we keep moving, maybe we can catch up with them!",17.0,2.0
Sokka,You think we can outrun them?,17.0,2.0
Aang,I don't think it's gonna matter!,17.0,2.0
Aang,"What is it, Momo?",17.0,2.0
Aang,Appa!,17.0,2.0
Long Feng,I can handle you by myself.,17.0,2.0
Sokka,Yeah! Appa!,17.0,2.0
Aang," I missed you, buddy.",17.0,2.0
Iroh,"You did the right thing, nephew.  Leave it behind.",17.0,2.0
Aang,"I missed you more than you'll ever know, buddy. ",18.0,2.0
Sokka,"Look, we escaped from the Dai Li. We got Appa back. I'm telling you, we should go to the Earth King now and tell him our plan. We're on a roll.",18.0,2.0
Katara,One good hour after weeks of trouble isn't much of a roll.,18.0,2.0
Sokka,"We can build on it. If we want to invade the Fire Nation when the eclipse happens, we'll need the Earth King's support.",18.0,2.0
Toph,"What makes you think we'll get it? I don't know if you've noticed, but things don't usually go that smoothly for our little gang.",18.0,2.0
Sokka,"I know, but I've got a good feeling about this. This time will be different.",18.0,2.0
Katara,"Sokka, Long Feng is in control of the city. His conspiracy with the Dai Li is too powerful. I think we should just keep flying and leave this horrible place behind us.",18.0,2.0
Toph,I'm with Sweetness. I've seen enough of Ba Sing Se.  And I can't even see!,18.0,2.0
Aang,"But now that we have Appa back, there's nothing stopping us from telling the Earth King the truth. About the conspiracy and the War.",18.0,2.0
Sokka,See? Aang's with me.  It's the whole reason we came here in the first place. We have to try.,18.0,2.0
Katara," Well, I guess if the Earth King knew the truth, things could change. ",18.0,2.0
Toph," I don't trust the new positive Sokka.  Long Feng brainwashed you, didn't he!?",18.0,2.0
Sokka,That's probably the Dai Li searching for us.  So?,18.0,2.0
Katara, Let's fly!,18.0,2.0
Toph,Can we please buy a new saddle? Riding bareback is terrifying! ,18.0,2.0
Sokka,There it is! That whole thing is the palace! The Earth King's chamber should be in the center!,18.0,2.0
Katara,We have to be careful. Long Feng's probably warned the king that we're coming.,18.0,2.0
Sokka,"Why would you assume that? If you ask me, I think we're just gonna sail right in and-  Aahh!",18.0,2.0
Toph,What was that?,18.0,2.0
Sokka,Surface-to-air rocks!  More incoming!,18.0,2.0
Katara, Sorry!,18.0,2.0
Katara,Sorry! We just need to get through to see the Earth King!,18.0,2.0
Sokka,"Seriously, we're actually on your guys' side!  Sorry.",18.0,2.0
Sokka,In there! ,18.0,2.0
Sokka,"Toph, which way to the Earth King?",18.0,2.0
Toph,How should I know? I'm still voting we  leave  Ba Sing Se.,18.0,2.0
Palace woman,Burglar! ,18.0,2.0
Sokka, Sorry. Wrong door.,18.0,2.0
Iroh,You did the right thing. Letting the Avatar's bison go free.,18.0,2.0
Zuko,I don't feel right. ,18.0,2.0
Iroh,Zuko! ,18.0,2.0
Sokka,Now that's an impressive door. It's gotta go somewhere.  Yaaah!  A little warning next time?,18.0,2.0
Aang,We need to talk to you.,18.0,2.0
Long Feng, They're here to overthrow you.,18.0,2.0
Sokka,"No, we're on your side. We're here to help.",18.0,2.0
Katara,You have to trust us.,18.0,2.0
Kuei," You invade my palace, lay waste to all my guards, break down my fancy door, and you expect me to trust you?",18.0,2.0
Toph,He has a good point.,18.0,2.0
Kuei,"If you are on my side, then drop your weapons and stand down!",18.0,2.0
Aang," See? We're friends, Your Earthiness. ",18.0,2.0
Long Feng, Detain the assailants!,18.0,2.0
Sokka,But we dropped our weapons. We're your allies.,18.0,2.0
Long Feng,Make sure the Avatar and his friends never see daylight again. ,18.0,2.0
Kuei,The Avatar?  You're the Avatar?,18.0,2.0
Sokka,"Uh, no. Him. ",18.0,2.0
Aang, Over here. ,18.0,2.0
Long Feng,"What does it matter, Your Highness? They're enemies of the state.",18.0,2.0
Kuei,Perhaps you're right.  Though Bosco seems to like him.  I'll hear what he has to say. ,18.0,2.0
Aang," Well, sir, there's a war going on right now. For the past one hundred years in fact. The Dai Li's kept it secret from you. It's a conspiracy to control the city, and to control you.",18.0,2.0
Kuei,A secret war? That's crazy!,18.0,2.0
Long Feng,Completely!,18.0,2.0
Aang,"Long Feng didn't want us to tell you, so he stole our sky bison to blackmail us. And blackmail is the least of his crimes; he brainwashed our friend!",18.0,2.0
Long Feng," All lies. I've never even seen a sky bison, Your Majesty. Frankly, I thought they were extinct.",18.0,2.0
Kuei, Your claim is difficult to believe. Even from an Avatar.,18.0,2.0
Long Feng," These hooligans are part of an anarchist cell that my agents have been tracking for weeks.  If you listen to them, you're playing right into your own destruction.",18.0,2.0
Kuei, I have to trust my advisor.,18.0,2.0
Sokka,Wait!  I can prove he's lying. Long Feng said he's never seen a sky bison. Ask him to lift his robe.,18.0,2.0
Long Feng,What? I am  not  disrobing! ,18.0,2.0
Aang,Right there! Appa bit him!,18.0,2.0
Sokka,"Never met a sky bison, huh?",18.0,2.0
Long Feng, That happens to be a large birth mark.  Thanks for showing everyone.,18.0,2.0
Kuei,Well I suppose there's no way to prove where those marks came from.,18.0,2.0
Sokka,Of course there is!,18.0,2.0
Kuei,"Yup. That pretty much proves it.  But it doesn't prove this crazy conspiracy theory.  Though, I suppose this matter's worth looking into. ",18.0,2.0
Iroh,You're burning up.  You have an intense fever.  This will help cool you down.,18.0,2.0
Zuko,So thirsty. ,18.0,2.0
Iroh, Here's some clean water to drink.  Stay under the blankets and sweat this out.,18.0,2.0
Kuei, So this is what a train is like? I didn't realize it would be this ... public.,18.0,2.0
Katara,So you've never been outside the Upper Ring before?,18.0,2.0
Kuei,"I've never been outside the palace.  Now that's the way to travel.  So, may I ask where we're going?",18.0,2.0
Sokka,"Underneath Lake Laogai, Your Kingliness. To the Dai Li's secret headquarters. You're about to see where all the brainwashing and conspiring took place.",18.0,2.0
Toph,It's gone!,18.0,2.0
Sokka,Oh don't tell me- !  That's okay. Still got my positive attitude.,18.0,2.0
Katara,The Dai Li must've known we were coming and destroyed the evidence!,18.0,2.0
Kuei, Hm ...  That seems awfully convenient.,18.0,2.0
Sokka,"Hey, if anything, this proves the conspiracy exists even more. ",18.0,2.0
Kuei,"Long Feng was right. This was a waste of time.  If you'll excuse me, I'm going back to the palace.",18.0,2.0
Katara, The wall. They'll never be able to cover that up in time.,18.0,2.0
Aang,"Oh, yeah.  If you come with us to the Outer Wall, we can prove to you that the secret war is real.",18.0,2.0
Kuei,No Earth King has ever been to the Outer Wall.  I don't have any more time for this nonsense. ,18.0,2.0
Sokka," If you come with us, this time you can ride on Appa. ",18.0,2.0
Toph,First time flying?,18.0,2.0
Kuei,It's both thrilling and terrifying!,18.0,2.0
Toph,"Yeah.  I hate it, too.",18.0,2.0
Kuei,I have to be honest with you: part of me really hopes that what you're telling me about this war isn't true.,18.0,2.0
Aang,I wish it wasn't.,18.0,2.0
Blue dragon," It's getting late. Are you planning to retire soon, my lord?",18.0,2.0
Zuko,I'm not tired.,18.0,2.0
Blue dragon," Relax, Fire Lord Zuko. Just let go. Give in to it. Shut your eyes for a while.",18.0,2.0
Red dragon," No, Fire Lord Zuko! Do not listen to the blue dragon. You should get out of here right now. Go! Before it's too late! ",18.0,2.0
Blue dragon,"Sleep now, Fire Lord Zuko.",18.0,2.0
Blue dragon,Sleep.  Just like  mother  !,18.0,2.0
Ursa,Zuko! Help me! ,18.0,2.0
Aang, It's still there!,18.0,2.0
Kuei, What is that?,18.0,2.0
Sokka,It's a drill. A giant drill  made by the Fire Nation to break through your walls. ,18.0,2.0
Kuei,I can't believe I never knew. ,18.0,2.0
Long Feng," I can explain this, Your Majesty.  This is nothing more than ... a construction project. ",18.0,2.0
Katara," Really? Then perhaps you could explain why there's a  Fire Nation insignia on your ""construction project"".",18.0,2.0
Long Feng, Well it's imported of course. You know you can't trust domestic machinery.  Surely you don't believe these children instead of your most loyal attendant?,18.0,2.0
Kuei, Dai Li! Arrest Long Feng! I want him to stand trial for crimes against the Earth Kingdom.,18.0,2.0
Long Feng,You can't arrest me! You all need me more than you know! ,18.0,2.0
Sokka," Looks like Long Feng is long gone! Ha! Ah, yeah, I've been waiting to use that one. ",18.0,2.0
Kuei,"I want to thank you, young heroes, for opening my eyes. All this time, what I thought was a great metropolis was merely a city of fools. And that makes me the king fool.  We're at war. With the Fire Nation.",18.0,2.0
Sokka,"That's why we came to Ba Sing Se, Your Highness: because we think you can help us end the war.",18.0,2.0
Aang, We don't have much time. There's a comet coming this summer. Its energy will give the firebenders unbelievable strength. They'll be unstoppable.,18.0,2.0
Sokka,"But there is hope. Before the comet comes, we have a window of opportunity: A solar eclipse is coming. The sun will be completely blocked out by the moon, and the firebenders will be helpless.",18.0,2.0
Kuei,"What are you suggesting, Sokka?",18.0,2.0
Sokka,That's the day we need to invade the Fire Nation.  The Day of Black Sun.,18.0,2.0
Kuei,I don't know. That would require moving troops out of Ba Sing Se. We'd be completely vulnerable.,18.0,2.0
Sokka,"You're already vulnerable. The Fire Nation won't stop until Ba Sing Se falls. You can either sit back and wait for that to happen, or take the offensive and give yourself a fighting chance.",18.0,2.0
Kuei, Very well. You have my support.,18.0,2.0
General How,Your Majesty.  I apologize for the interruption.,18.0,2.0
Kuei," This is General How. He's the leader of the Council of Five, my highest ranking generals.",18.0,2.0
General How,We searched Long Feng's office. I think we found something that will interest everybody. ,18.0,2.0
General How,There are secret files on everyone in Ba Sing Se. Including you kids.,18.0,2.0
Aang,Secret files?,18.0,2.0
Kuei," ""Toph Beifong."" ",18.0,2.0
Katara, It's a letter from your mom. Your mom's here in the city. And she wants to see you. ,18.0,2.0
Toph,Long Feng intercepted our letters from home?  That's just sad.,18.0,2.0
Kuei, Aang?,18.0,2.0
General How,This scroll was attached to the horn of your bison when the Dai Li captured it.,18.0,2.0
Aang, It's from the Eastern Air Temple.,18.0,2.0
Katara,Is there a letter for me and Sokka by any chance?,18.0,2.0
Kuei, I'm afraid not.,18.0,2.0
Sokka, Oh.,18.0,2.0
General How,But there is an intelligence report that might interest you. ,18.0,2.0
Katara," ""A small fleet of Water Tribe ships.""",18.0,2.0
Sokka, What? That could be Dad!,18.0,2.0
Katara," ""Protecting the mouth of Chameleon Bay.  Led by Hakoda.""  It  is  Dad!",18.0,2.0
Iroh,"You should know that this is not a natural sickness, but that shouldn't stop you from enjoying tea. ",18.0,2.0
Zuko,What's happening?,18.0,2.0
Iroh,Your critical decision. What you did beneath that lake. It was in such conflict with your image of yourself that you are now at war within your own mind and body. ,18.0,2.0
Zuko,What's that mean? ,18.0,2.0
Iroh,"You are going through a metamorphosis, my nephew. It will not be a pleasant experience, but when you come out of it,  you will be the beautiful prince you were always meant to be.",18.0,2.0
Aang,I can't believe it. There's a man living at the Eastern Air Temple. He says he's a guru.,18.0,2.0
Sokka,What's a guru? Some kind of poisonous blow fish?,18.0,2.0
Aang,"No, a spiritual expert. He wants to help me take the next step in the Avatar journey. He says he can teach me to control the Avatar State.",18.0,2.0
Katara,And I can't believe we know where our dad is now.,18.0,2.0
Toph,I know what you mean. My mom's in the city. And from her letter it sounds like she finally understands me.,18.0,2.0
Sokka,This is all such big news! Where do we even start?,18.0,2.0
Katara,"I hate to say it, but we have to split up.",18.0,2.0
Aang, Split up? We just found Appa and got the family back together! Now you want us to separate?,18.0,2.0
Katara,"You have to meet this guru, Aang. If we're going to invade the Fire Nation, you need to be ready.",18.0,2.0
Aang,"Well, if I'm going to the Eastern Air Temple, Appa and I can drop you off at Chameleon Bay to see your dad.",18.0,2.0
Sokka,Someone has to stay here with the Earth King and help him plan for the invasion.  I guess that's me.,18.0,2.0
Katara,"No, Sokka. I know how badly you wanna help Dad. You go to Chameleon Bay. I'll stay here with the king.",18.0,2.0
Sokka, You are the nicest ... sister ... ever! ,18.0,2.0
Katara,"Easy there, big brother ...  Though you're right. I am.",18.0,2.0
Aang,Katara? I need to tell you something.  I've been wanting to say it for a long time.,18.0,2.0
Katara,"What is it, Aang?",18.0,2.0
Aang," Katara, I- ",18.0,2.0
Sokka, All right. Who's ready to get going on our little men-only man trip? ,18.0,2.0
Kuei,"Aang and Sokka,  I wish you a good journey. Ba Sing Se owes you its thanks. We look forward to your safe return. ",18.0,2.0
Soldier,Your Majesty. There are three female warriors to see you. They're from the island of Kyoshi.,18.0,2.0
Sokka, That's Suki! ,18.0,2.0
Kuei,You know these warriors?,18.0,2.0
Sokka, Oh yeah. The Kyoshi Warriors are a skilled group of fighters. Trustworthy too. They're good friends of ours.,18.0,2.0
Kuei,Then we shall welcome them as honored guests.,18.0,2.0
Katara, Wait. Aang. ,18.0,2.0
Toph,I'm really gonna miss you guys.,18.0,2.0
Katara, Me too.,18.0,2.0
Aang,Yeah.,18.0,2.0
Sokka," Aahh! Great. That's enough.  Okay, we love each other.  Seriously.",18.0,2.0
Sokka,"You see, Aang? A little positive thinking works wonders. We got the king on our side, we got Long Feng arrested, and when we get back, Suki's waiting for me.",18.0,2.0
Aang," Yeah. Girls are waiting for us. Thanks, positive attitude.",18.0,2.0
Sokka,Everything is gonna work out perfectly. From now on and forever. ,18.0,2.0
Agent," Dinner.  The Council of Five and the military are loyal to the Earth King,  but the Dai Li remains loyal to you, Long Feng, sir. ",18.0,2.0
Toph, Hello? Mom? Anyone home?  Hey! Who do you think you're dealing with!?,18.0,2.0
Xin Fu,One loud-mouthed little brat who strayed too far from home.,18.0,2.0
Kuei,"In our hour of need, it is with the highest honor that I welcome our esteemed allies, the Kyoshi Warriors!",18.0,2.0
Azula,We are the Earth King's humble servants.,18.0,2.0
Zuko,What's that smell?,19.0,2.0
Iroh,It's jook. I'm sure you wouldn't like it.,19.0,2.0
Zuko," Actually, it smells delicious. I'd love a bowl, Uncle. ",19.0,2.0
Iroh,"Now that your fever is gone, you seem different somehow.",19.0,2.0
Zuko," It's a new day. We've got a new apartment, new furniture, and today's the grand opening of your new tea shop.  Things are looking up, Uncle. ",19.0,2.0
Aang,You haven't seen your dad in over two years. You must be so excited!,19.0,2.0
Sokka," I know I should be, but, I just feel sick to my stomach. ",19.0,2.0
Aang,Don't be nervous. He's going to be so happy to see you! ,19.0,2.0
Sokka,So what about you? Are you nervous to meet this guru?,19.0,2.0
Aang,Not at all. I'm ready to master the Avatar State. I'll do whatever it takes.  See you in a week. Yip yip!,19.0,2.0
Water Tribe warrior,"Sokka, good to see you.",19.0,2.0
Hakoda,Sokka.,19.0,2.0
Sokka,"Hi, Dad.",19.0,2.0
Kuei,"Look Bosco! The Kyoshi Warriors are here to protect us! Aren't you excited?  It's been a difficult week for me. My most trusted advisor, Long Feng, and his Dai Li agents tried to take control of Ba Sing Se from me.",19.0,2.0
Azula,It's terrible when you can't trust the people who are closest to you.,19.0,2.0
Kuei," But there is good news. As we speak, the Council of Five is meeting to plan an invasion of the Fire Nation this summer, on the day of a solar eclipse.",19.0,2.0
Azula,Really? Now that sounds like a fascinating and brilliant plan. ,19.0,2.0
General How,"General Fong's base will serve as the launching point for the attack. In exactly two months, the army and navy will invade the Fire Nation on the Day of Black Sun.",19.0,2.0
Katara,"Or we could send in Momo to do some damage!  'Cause, the ... sorry.",19.0,2.0
General How, All we need is the Earth King's seal in order to execute the plan. ,19.0,2.0
Katara,"I'll get these scrolls to him right away. Thank you, General How.",19.0,2.0
Aang,"Uhhh ... hello? You're Guru Pathik, right?  The person who attached the note to Appa's horn?",19.0,2.0
Pathik,Indeed. I was a spiritual brother of your people and a personal friend of Monk Gyatso. ,19.0,2.0
Aang,"In your note,  you said you could teach me how to gain control of the Avatar State. How?",19.0,2.0
Pathik,"You must gain balance within yourself, before you can bring balance to the world. And the first step to gaining balance begins with this.  Drink up!",19.0,2.0
Aang, Uggh! It tastes like onion and banana juice!,19.0,2.0
Pathik,That's because it is!  Yum yum!,19.0,2.0
Yu,I believe we need to go right!,19.0,2.0
Xin Fu,What are you talking about? The Beifong Estate's this way!,19.0,2.0
Yu,I'm quite certain you're mistaken.,19.0,2.0
Toph, Hey! Can you two old ladies quit your bickering for a second?  I got to go to the bathroom!,19.0,2.0
Yu,"Oooh ... uhhh, okay, but make it quick! ",19.0,2.0
Xin Fu, What's wrong with you?,19.0,2.0
Yu,"Ooh, very sneaky Toph! Nice try, but you can't trick me! ",19.0,2.0
Toph,Let me out of here so I can kick both your butts!,19.0,2.0
Xin Fu,"Quit your banging!  You might think you're the greatest earthbender in the world, but even you can't bend metal!",19.0,2.0
Azula,"We have been presented with an extraordinary opportunity, girls.",19.0,2.0
Ty Lee,Mai finally gets to wear make-up that's not totally depressing? ,19.0,2.0
Mai," Ha, ha.",19.0,2.0
